index	sentence1	sentence2	label
1046	职工退休时,[MASK]缴费不满规[MASK]年限，又不愿意补缴不足年限医保[MASK]的怎么办？	2005年1月1日及其以后参保并连续缴费至退休和虽然在此前参保但中断缴费1年以上在2005年1月1日以后续保的职工，退休时缴纳医疗保险费的年限男必须满30年、女必须满25年（其中实际缴费年限必须满15年），不满规定年限的，须一次性补缴不足年限的医保费。	1
1047	职工退休时,[MASK]缴费不满规定[MASK]限，又不[MASK]意补[MASK]不足年限医保费的[MASK]么办？	长期异地居住（工作）人员在省外备案医疗机构治疗补助病种的门诊医疗费，每半年集中报销一次，门诊医疗收费发票及处方等资料由单位经办人员收集汇总后，分别在每年1月底和7月底前集中送指定医保经办机构审核报销；因破产、改制单位已不存在的，由个人在此时间内直接向指定医保经办机构邮寄或面送报帐资料。	1
1048	[MASK]工退休时[MASK][MASK][MASK]费不满规定年限，[MASK]不[MASK][MASK]补缴[MASK]足年限医保费[MASK]怎么[MASK]？	以改制当年我市在职职工的平均缴费标准,为改制时已经退休人员和五年内将退休人员一次性缴纳12年的基本医疗保险费，五年内将退休人员正式退休前个人应缴纳的2%部分医疗保险费，由改制单位一次性代收后一并向社保基金征缴机构缴纳。	1
1049	职工[MASK][MASK]时,[MASK]缴费不满规定[MASK]限，[MASK][MASK][MASK][MASK]补[MASK][MASK]足[MASK]限医保费的[MASK][MASK]办[MASK]	从参保生效并连续缴费满12个月后开始享受医保基金按规定支付住院医疗费的待遇。	1
1050	职工退[MASK]时, 缴费不满规定年限，又不[MASK][MASK]补缴不足年限医保费的[MASK]么办？	缴费年限不够规定年限的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	1
1051	职工退休时, 缴费不满[MASK][MASK]年[MASK]，又不愿意补缴不足年限医保费的怎[MASK]办[MASK]	   2004年1月1日以前参保并连续缴费至退休的职工，退休时缴纳医疗保险费的年限（含城镇职工基本医疗保险制度改革前的连续工龄或工作年限）必须满20年，不满规定年限的，须一次性补缴不足年限的医保费；	1
1052	职工退[MASK]时, 缴费不[MASK]规定年限，又不愿[MASK]补缴不[MASK]年限医保费的怎么办？	以改制当年我市职工的平均缴费标准,为改制方案实施时解除劳动（人事）关系离开单位的人员一次性缴纳1年的基本医疗保险费；	1
1053	[MASK]工退休时[MASK] 缴费不满规定年[MASK]，又不[MASK]意补缴不[MASK][MASK][MASK][MASK]保费的[MASK]么办[MASK]	参保人员出差、探亲、休假、旅游期间在外地急症住院的，起付线标准提高100元。	1
1054	职工[MASK]休[MASK], 缴费不满规[MASK]年[MASK]，[MASK]不愿意[MASK]缴不足年限医[MASK]费的[MASK]么办？	本市行政区域内的各级党政群机关、事业单位、城镇各类企业和民办非企业单位（统称用人单位），均属我市城镇职工基本医疗保险制度的覆盖范围。	1
1055	职[MASK]退休时[MASK] [MASK][MASK][MASK]满规定年限，又不愿意[MASK]缴不足年限医保费的怎么[MASK]？	三级定点医疗机构，医保基金支付比例为93%；二级定点医疗机构，医保基金支付比例为96%	1
1056	职工退休时, 缴费不满[MASK]定年限，又不愿意[MASK]缴不足年[MASK]医保费的怎么办[MASK]	经批准转往市外上级医院住院的，医保基金支付比例降低5个百分点	1
1057	职工退休时, 缴费不满规定年[MASK]，[MASK]不愿意补[MASK]不[MASK]年[MASK]医保费的怎[MASK]办[MASK]	起付线标准：三级医院700元，二级医院400元，一级及其以下医疗机构200元（其中，社区卫生服务机构和乡镇卫生院为150元）。50岁以上人员降低100元；统筹年度内多次住院的依次递减100元；传染病患者在市第四人民医院住院的按一级医院的起付线标准执行。起付线降低或递减后低于100元的按100元计算（社区卫生服务机构和乡镇卫生院降低或递减后低于50元的按50元计算）	1
1058	职工退[MASK]时, [MASK]费不满[MASK][MASK]年限，又不愿意补[MASK]不足年限医保费的怎[MASK]办？	医保基金支付参保人员住院费，要设立年度最高限额（封顶线），我市现行年度最高限额（封顶线）为40000元/人。	1
1059	[MASK]工退休时[MASK] 缴费不满规定年限，又不愿意[MASK]缴不[MASK]年限医保费的怎么[MASK]？	恶性肿瘤门诊放(化)疗、肾衰竭门诊透析治疗、系统性红斑狼疮门诊药物治疗及肝、肾、骨髓、造血干细胞移植术后的抗排斥药物治疗费用，每季度视同住院医疗费报销（结算）一次。	1
1060	缴费年限不够[MASK]定年限[MASK]参保人员一次性补缴的医保费资金[MASK][MASK]了[MASK]	缴费年限不够规定年限的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1061	缴费年限不够规定年限的参[MASK]人员[MASK]次性补缴的医保费资金去[MASK]了？	缴费年限不够规定年限的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1062	缴费年[MASK]不够规定年[MASK]的[MASK]保人员一次[MASK]补缴的医保[MASK]资金去[MASK]了？	缴费[MASK][MASK]规定的参保人员补缴的医保费，全部作为基本医疗保险统筹基金。	0
1063	[MASK]费年限不够规定[MASK][MASK]的参保人员一次性补缴的医保费[MASK]金[MASK]哪[MASK]？	缴费[MASK][MASK]不够规定[MASK][MASK]的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1064	缴费[MASK][MASK]不够规定年[MASK]的参保人员[MASK]次性补缴的医保费资金[MASK][MASK]了？	缴费[MASK][MASK]不够规定[MASK][MASK]的人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1065	缴费年限不够规定年限的参保人[MASK]一次性[MASK]缴的医保费资金去[MASK][MASK][MASK]	缴费[MASK][MASK]不够规定[MASK][MASK]的参保[MASK][MASK]一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1066	缴[MASK]年限不够规定[MASK]限的参保[MASK]员一次性补缴的医[MASK]费资金[MASK][MASK]了？	缴费年限不够规定年限的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1067	缴[MASK]年限不[MASK]规定年限的参保人员一次性补缴的医保费[MASK]金去[MASK][MASK][MASK]	缴费年限不够规定年限的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1068	缴费年限不[MASK]规定[MASK]限的[MASK]保人员一[MASK]性补缴的医保费资金[MASK]哪[MASK]？	缴费不够规定的参保人员补缴的医保费，全部作为基本医疗保险统筹基金。	0
1069	缴费年限不够规定年限的参保人员一次性[MASK]缴的医保费[MASK]金去哪[MASK]？	缴费不够规定的参保人员一次性[MASK][MASK]的医保费，全部作为基本医疗保险统筹基金。	0
1070	[MASK]费[MASK][MASK]不[MASK]规定年限的参保[MASK]员一次[MASK]补缴的[MASK]保费资金去[MASK][MASK][MASK]	缴费规定的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1071	缴[MASK][MASK]限不够规定[MASK]限的参[MASK]人员一次[MASK]补缴的医保费[MASK]金[MASK]哪[MASK]？	缴费[MASK][MASK]不够规定[MASK][MASK]的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1072	缴费年限不够规定[MASK][MASK]的参保人[MASK]一次性补缴的医保费资金去哪[MASK]？	缴费年限不够规定年限的参保[MASK][MASK]一次性的[MASK][MASK]费，全部作为基本医疗保险统筹基金。	0
1073	[MASK][MASK]年限不够[MASK]定年限的参保[MASK]员一次性[MASK]缴的医保费[MASK]金[MASK]哪了[MASK]	缴费年限不够年限的参保人员一次性的医保费，全部作为基本医疗保险统筹基金。	0
1074	缴费[MASK]限不够规定年限的参保人员一次[MASK][MASK][MASK]的医保[MASK]资金去[MASK]了？	年限不够规定年限的参保一次性的费，全部作为基本医疗保险统筹基金。	0
1075	缴[MASK]年限不[MASK]规定年限的参保[MASK][MASK]一次性[MASK]缴的医保费[MASK]金去哪[MASK]？	缴费年限不够规定年限的参保[MASK][MASK]一次性的医保费，全部作为基本医疗保险统筹基金。	0
1076	[MASK]费年限不够规定年[MASK]的[MASK]保人员一次性补缴的医保费资金[MASK]哪[MASK]？	[MASK][MASK]不够规定的[MASK][MASK]人员一次性的医保费，全部作为基本医疗保险统筹基金。	0
1077	缴费[MASK]限[MASK]够规定年限的参保人员一次性补缴的医保费[MASK]金[MASK][MASK]了？	缴费[MASK][MASK]规定[MASK][MASK]的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1078	缴费年限不够规定年限的参保人员一次性补缴的[MASK]保[MASK][MASK]金去哪了[MASK]	缴费年限不够规定年限的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1079	缴费年[MASK]不够规定[MASK][MASK]的参保人员一[MASK]性[MASK]缴[MASK]医保费资金去哪了？	缴费[MASK][MASK]不够规定[MASK][MASK]的参保人员一次性[MASK][MASK]的医保费，全部作为基本医疗保险统筹基金。	0
1080	缴费[MASK]限不够[MASK]定年限的参保人员一次性补缴的医保费[MASK]金去[MASK][MASK][MASK]	缴费年限不够规定年限的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1081	缴费[MASK][MASK][MASK]够规定年[MASK]的参保人员一[MASK]性补缴的医保费资金[MASK][MASK][MASK][MASK]	缴费[MASK][MASK]不够规定[MASK][MASK]的参保人员[MASK][MASK][MASK]补缴的[MASK][MASK]费，全部作为基本医疗保险统筹基金。	0
1082	缴费[MASK]限不够规[MASK][MASK][MASK]的参保人[MASK]一次性补缴的[MASK]保费[MASK]金去哪了[MASK]	缴费不够的参保人员一次性的医保费，全部作为基本医疗保险统筹基金。	0
1083	缴费年[MASK]不够规[MASK]年限的参保人员一次性补缴的医保费资金[MASK]哪[MASK][MASK]	缴费年限不够规定年限的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1084	缴费年[MASK][MASK]够规[MASK][MASK][MASK]的参保人员一次性[MASK]缴的医保费资金[MASK]哪了[MASK]	缴费[MASK][MASK][MASK][MASK]的参保[MASK][MASK]一次性[MASK][MASK]的费，全部作为基本医疗保险统筹基金。	0
1085	缴费年限不够规定年限的参保人员一次性[MASK]缴的医保费资金[MASK][MASK][MASK]？	缴费年限不够规定年限的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1086	缴费年限[MASK]够规定年限的参保人员一次性补缴的医保费[MASK]金去哪[MASK]？	缴费年限不够规定年限的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1087	缴费年限[MASK]够[MASK]定[MASK]限的参保人[MASK]一[MASK][MASK]补缴的医保费[MASK]金去[MASK][MASK][MASK]	[MASK][MASK][MASK][MASK]的参保[MASK][MASK][MASK]补缴的医保费，全部作为基本医疗保险统筹基金。	0
1088	缴费[MASK]限不够[MASK][MASK][MASK]限的参保人员一次[MASK][MASK]缴的医保费[MASK]金去哪了？	[MASK][MASK]不够[MASK][MASK]的参保人员[MASK][MASK][MASK][MASK][MASK]的医保费，全部作为基本医疗保险统筹基金。	0
1089	缴费年限不[MASK]规定年限的参保[MASK]员一次性[MASK]缴[MASK]医保费资金去哪了？	缴费年限规定年限的参保[MASK][MASK]一次性[MASK][MASK]的医保费，全部作为基本医疗保险统筹基金。	0
1090	缴[MASK]年限不够规[MASK]年限的参保[MASK]员一[MASK]性[MASK]缴的医[MASK]费资金去[MASK]了[MASK]	缴费年限不够规定年限的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1091	缴费年限不够规[MASK]年限的参保人[MASK]一次性补缴的医保费资金去哪了？	缴费年限不够年限的参保[MASK][MASK]一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1092	缴费年限不够规[MASK]年限的参保[MASK]员一次性[MASK]缴的医保费资金去哪[MASK][MASK]	[MASK][MASK]年限不够规定年限的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1093	缴费年限不够规[MASK]年限的参保人员一次性补缴的医保费[MASK]金[MASK]哪[MASK][MASK]	[MASK][MASK]年限不够[MASK][MASK]年限的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1094	缴费年限不够规定年限的参保人员一次性补缴的医保费[MASK]金去哪了？	缴费年限不够规定年限的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1095	[MASK]费年限不够规定[MASK]限的参保人员一次[MASK]补缴的医保费资金去[MASK]了？	缴费年限不够规定年限的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1096	缴费[MASK][MASK]不[MASK]规定[MASK]限的参保人员一次性补缴的医保费资金[MASK][MASK]了？	缴费[MASK][MASK]不够规定[MASK][MASK]的参保人员一次性补缴的费，全部作为基本医疗保险统筹基金。	0
1097	缴费年[MASK]不够[MASK][MASK]年限的[MASK]保人员一次性补缴的医保费[MASK][MASK][MASK][MASK]了？	缴费不够的参保[MASK][MASK]一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1098	缴费年限不够规定年限的参保人员一次性补缴的医保费资金[MASK]哪了？	缴费年限不够[MASK][MASK]年限的参保人员一次性[MASK][MASK]的医保费，全部作为基本医疗保险统筹基金。	0
1099	缴[MASK]年限不够规定年限的参保人员一次性补缴[MASK]医保费[MASK]金去哪了[MASK]	缴费年限不够[MASK][MASK]年限的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	0
1100	缴费[MASK]限不够规定年[MASK]的参保人员一[MASK]性补缴[MASK]医保费[MASK]金去哪了？	缴费[MASK][MASK]不够规定[MASK][MASK]的参保人员[MASK][MASK][MASK][MASK][MASK]的医保费，全部作为基本医疗保险统筹基金。	0
1101	缴费[MASK][MASK]不够规定[MASK][MASK]的参保人员一次性[MASK]缴的医保费资金去[MASK][MASK][MASK]	缴费[MASK][MASK]不够规定[MASK][MASK]的参保[MASK][MASK]一次性[MASK][MASK]的医保费，全部作为基本医疗保险统筹基金。	0
1102	够性参年哪的补费次年资缴的缴人金限保？限医定了员规保不费一去	全保员限性。疗本基医够筹人的年费次统险保参不部保作，缴限医为定缴补金年一基规的费	1
1103	为部作	，全部作为基本疗险统筹基。	1
1104	，部全	，全部作为基本疗险统筹基。	1
1105	全部作	，全部作为基本疗险统筹基。	1
1106	作部为	，全部作为基本疗险统筹基。	1
1107	作全部	，全部作为基本疗险统筹基。	1
1108	，全部	，全部作为基本疗险统筹基。	1
1109	部全，	，全部作为基本疗险统筹基。	1
1110	作部为	，全部作为基本疗险统筹基。	1
1111	部全，	，全部作为基本疗险统筹基。	1
1112	作部为	，全部作为基本疗险统筹基。	1
1113	作为部	，全部作为基本疗险统筹基。	1
1114	，部全	，全部作为基本疗险统筹基。	1
1115	作全部	，全部作为基本疗险统筹基。	1
1116	全，部	，全部作为基本疗险统筹基。	1
1117	为作部	，全部作为基本疗险统筹基。	1
1118	部为作	，全部作为基本疗险统筹基。	1
1119	作为部	，全部作为基本疗险统筹基。	1
1120	作部全	，全部作为基本疗险统筹基。	1
1121	部全作	，全部作为基本疗险统筹基。	1
1122	作部全	，全部作为基本疗险统筹基。	1
1123	作部全	，全部作为基本疗险统筹基。	1
1124	全部作	，全部作为基本疗险统筹基。	1
1125	部作为	，全部作为基本疗险统筹基。	1
1126	部作全	，全部作为基本疗险统筹基。	1
1127	[MASK]费年[MASK]不够规定年限的参保人员一次性补缴[MASK]医保费资金[MASK]哪[MASK]？	单位经办人员对本单位参保人员提交的资料进行初审后向指定医保经办机构申报，因破产、改制原单位已不存在的退休人员和托管人员，原则上由居住地社区的基层劳动保障站（所）初审后向指定医保经办机构申报。市医保局、市人社局定期组织医、药学专家对申报资料进行审核。符合享受慢性病门诊医疗补助条件的人员名单经公示无异议后，市医保局正式将其纳入享受慢性病门诊医疗补助的人员范围。已取得补助资格的人员申请变更补助病种的，按程序重新申报。	1
1128	缴费年限不够规定[MASK]限的参保[MASK]员[MASK]次性补缴的医保费资金去[MASK]了？	医保基金支付参保人员住院费，要设立起付标准（起付线），起付标准以下的住院医疗费由个人负担	1
1129	[MASK]费[MASK]限[MASK]够[MASK]定年限的参保人员一次性补缴的医保费资金去哪了[MASK]	从参保生效并连续缴费满6个月后开始享受医保基金按规定支付住院医疗费的待遇。	1
1130	缴[MASK]年限不够规定年[MASK]的参保[MASK][MASK]一次性补缴的医保[MASK]资金去哪了[MASK]	从参保生效并连续缴费满12个月后开始享受医保基金按规定支付住院医疗费的待遇。	1
1131	[MASK]费[MASK]限不[MASK][MASK]定[MASK]限的[MASK]保人员[MASK][MASK]性[MASK]缴[MASK]医保费资金[MASK]哪了？	三级定点医疗机构，医保基金支付比例为95%；二级定点医疗机构，医保基金支付比例为98%	1
1132	缴费年限不够规定年限的参保[MASK][MASK]一次性[MASK]缴的医保费资[MASK][MASK][MASK]了？	以改制上年本市退休人员人均医疗费实际支出额为年标准，为建国前参加革命工作的老工人一次性缴纳10年的基本医疗保险费	1
1133	缴费[MASK]限不够规定年[MASK]的参保人员一次性补[MASK]的医保费[MASK]金去[MASK]了？	恶性肿瘤门诊放(化)疗、肾衰竭门诊透析治疗、系统性红斑狼疮门诊药物治疗及肝、肾、骨髓、造血干细胞移植术后的抗排斥药物治疗费用，每季度视同住院医疗费报销（结算）一次。	1
1134	[MASK]费年限不够规定年限的参[MASK]人员[MASK]次性补[MASK]的医保费资[MASK]去哪[MASK]？	起付线标准：三级医院700元，二级医院400元，一级及其以下医疗机构200元（其中，社区卫生服务机构和乡镇卫生院为150元）。50岁以上人员降低100元；统筹年度内多次住院的依次递减100元；传染病患者在市第四人民医院住院的按一级医院的起付线标准执行。起付线降低或递减后低于100元的按100元计算（社区卫生服务机构和乡镇卫生院降低或递减后低于50元的按50元计算）	1
1135	缴费年限[MASK]够规定年限的参保人[MASK]一次性补[MASK]的医保费[MASK]金去[MASK]了？	   2004年1月1日以前参保并连续缴费至退休的职工，退休时缴纳医疗保险费的年限（含城镇职工基本医疗保险制度改革前的连续工龄或工作年限）必须满20年，不满规定年限的，须一次性补缴不足年限的医保费；	1
1136	缴费年限不够[MASK]定[MASK]限的[MASK][MASK]人员一次性补[MASK]的医[MASK][MASK]资金去哪了？	恶性肿瘤患者、肾衰竭血液（腹膜）透析患者、系统性红斑狼疮患者、精神病患者和肾（包括肝、骨髓、造血干细胞）移植患者，在本市定点医院（长期异地居住、工作人员在备案居住、工作地定点医院）住院的，不设起付线。	1
1137	缴[MASK]年限不[MASK][MASK]定年限的参保[MASK]员一次性补[MASK]的[MASK]保费资金[MASK]哪了？	经批准转往市外上级医院住院的，医保基金支付比例降低5个百分点	1
1138	缴费年限不够规定年限的参保[MASK]员一次[MASK]补缴的医保费[MASK]金去哪了[MASK]	2005年1月1日及其以后参保并连续缴费至退休和虽然在此前参保但中断缴费1年以上在2005年1月1日以后续保的职工，退休时缴纳医疗保险费的年限男必须满30年、女必须满25年（其中实际缴费年限必须满15年），不满规定年限的，须一次性补缴不足年限的医保费。	1
1139	缴费年限不够规定年限的参保人员[MASK][MASK]性补缴的医保费资[MASK][MASK]哪了？	取得慢性病门诊医疗补助资格的市内居住人员，预计外出两个月以上的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	1
1140	[MASK]费年限不够[MASK]定年限的参保人员一次性[MASK]缴的医保[MASK][MASK]金[MASK][MASK]了[MASK]	三级定点医疗机构，医保基金支付比例为93%；二级定点医疗机构，医保基金支付比例为96%	1
1141	缴费年限不够规[MASK]年限的参保[MASK]员一次性补缴的医[MASK]费[MASK][MASK]去哪[MASK]？	职工退休时, 缴费不满规定年限，又不愿意补缴不足年限医保费的,其城镇职工基本医疗保险参保关系自退休时终止，退休后不再享受医保待遇。	1
1142	缴费年[MASK]不够规定年[MASK]的参[MASK]人[MASK][MASK][MASK]性补缴的医保费资[MASK][MASK]哪了？	肝、肾、骨髓、造血干细胞移植患者在制药厂或药品批发、零售企业等非医疗机构按医嘱购买的抗排斥药物，视同住院费按市内二级定点医院的相关政策规定报销。	1
1143	缴费年限不够规[MASK][MASK][MASK][MASK]参保人员一次[MASK]补缴的医保费资金[MASK]哪[MASK]？	本市行政区域内的各级党政群机关、事业单位、城镇各类企业和民办非企业单位（统称用人单位），均属我市城镇职工基本医疗保险制度的覆盖范围。	1
1144	缴费年限不够规定年限的参保人员一次性补缴的医保费资金去哪了？	2004年1月1日至12月31日期间参保并连续缴费至退休和虽然在2004年1月1日以前参保但中断缴费1年以上在2004年续保的职工，退休时缴纳医疗保险费的年限男必须满30年、女必须满25年（其中实际缴费年限必须满10年），不满规定年限的，须一次性补缴不足年限的医保费；	1
1145	缴费[MASK][MASK]不够规定年限的参[MASK]人员一次性补缴[MASK]医保费资[MASK]去[MASK]了？	1、强制参保原则。所有用人单位及其职工必须按照《中华人民共和国劳动法》及其相关法律法规的规定参加基本医疗保险。2、属地参保原则。用人单位及其职工应当在当地参加基本医疗保险。3、整体参保原则。用人单位的全体在册职工和退休人员必须整体参加基本医疗保险，不能一部分人参保，一部分人不参保。4、权利义务对应原则。办理参保手续并按规定履行了缴费义务的用人单位，其职工和退休人员才具有享受基本医疗保险待遇的权利。	1
1146	缴费年限不够规定年[MASK]的参保人员一次性补缴的医保费[MASK]金[MASK]哪了[MASK]	用人单位职工参保时，按其可预见退休时间和可视同缴费年限的连续工龄或工作年限计算，预期缴费不满规定年限,又有退休后继续享受医保待遇愿望的,可在参保时或退休前的任何时候一次性补缴不足年限的医保费，年补费标准为补费当年我市参保职工的平均缴费额（即：补费上一年度全市职工年平均工资乘以补费当年单位、个人缴费比例之和）。	1
1147	[MASK]费[MASK]限[MASK]够[MASK]定年限的参保人员一次[MASK]补[MASK]的医保费资金去[MASK]了[MASK]	参保人员在市内指定医疗机构门诊治疗补助病种，通过医保网络系统实行医疗机构前台结算，属于医保基金支付的门诊补助费用由医疗机构定期与医保经办机构结算，个人负担部分费用由病员用现金或本人医疗账户资金支付。	1
1148	缴费年限不[MASK]规定年限的参保人员[MASK]次性补[MASK]的医保费资金去哪了？	医保基金支付参保人员住院费，要设立年度最高限额（封顶线），我市现行年度最高限额（封顶线）为50000元/人。	1
1149	[MASK]费[MASK][MASK]不够规定年限的参保人员一次[MASK][MASK][MASK]的医保费资金去哪了？	参保人员在定点医疗机构住院发生的医疗费，按照四川省基本医疗保险 “三个目录”的规定划分为甲、乙、丙三类。甲类住院费直接纳入医保基金支付范围按规定比例支付，乙类住院费先由本人负担15％后再纳入医保基金支付范围按规定比例支付，丙类住院费（即基本医疗保险“三个目录”范围外的费用）全部由个人负担。	1
1150	缴费年[MASK]不够规[MASK]年限的[MASK]保人员一[MASK][MASK]补缴的医保费资[MASK]去哪了[MASK]	符合转院条件的病员，由高级别医院转往低级别医院的，转院后不再设起付线；由低级别医院转往高级别医院的，转院后只按两个医院的起付线差额执行。	1
1151	[MASK]费年限不够规[MASK]年限[MASK]参保人员一次性补缴的医保费[MASK]金去哪了？	医保基金支付参保人员住院费，要设立年度最高限额（封顶线），我市现行年度最高限额（封顶线）为40000元/人。	1
1152	缴[MASK]年限不够[MASK]定[MASK]限的参保人员[MASK]次性[MASK][MASK]的医保费资[MASK]去[MASK]了？	市内居住的参保人员可到任何方便的定点医疗机构就医。市外居住（工作）的参保人员以本人在市医保局登记备案的定点医院作为补助病种的就医点。	1
1153	缴费年限不够规定年限的[MASK]保人[MASK]一次性补缴的医保费资金去哪了？	出差、探亲、休假、旅游期间在备案居住（工作）地以外地方（包括攀枝花市）急症住院的降低10个百分点。	1
1154	缴费年限不够规定[MASK]限的参保人[MASK]一次性[MASK]缴的医保费资金[MASK]哪了？	从参保生效并连续缴费满12个月后开始享受医保基金按规定支付住院医疗费的待遇。	1
1155	[MASK][MASK]年限不够规定年限的参保人员一[MASK]性补缴的医保费资金去哪了？	取得慢性病门诊医疗补助资格的参保人员，自取得补助资格之日起门诊治疗补助病种并属于基本医疗保险基金支付范围的医疗费，按60% 报销补助，一个统筹年度内累计补助的最高限额为2400元。	1
1156	缴[MASK][MASK]限不够规[MASK][MASK]限[MASK]参保人员一次性补[MASK]的[MASK]保[MASK]资金[MASK]哪了？	参保人员出差、探亲、休假、旅游期间在外地急症住院的，起付线标准提高100元。	1
1157	缴[MASK]年[MASK]不够规定年限的参保人员[MASK][MASK][MASK]补缴的医保费资金[MASK][MASK]了？	年龄×系数÷100）注意：公式中，“基本养老金”是指纳入养老保险统筹项目范围并由养老保险经办机构发放的养老金，本人基本养老金低于全市上年度退休人员月平均基本养老金80%的，按全市上年度退休人员月平均基本养老金的80%计算，高于300%的按300%计算；“实足年龄”是指本人有效身份证记载的出生年月或社保基金征缴部门按照有关文件规定确认的出生年月计算的年龄；“系数”由市劳动保障局公布（2009统筹年度基本系数为0.015），50至59岁的参保人员在基本	1
1158	[MASK]费年[MASK]不够规[MASK]年限的参保人员一次性补缴[MASK]医保费资[MASK]去[MASK]了？	病员要求变更就医医疗机构的，原则上在每年1月上旬和7月上旬通过单位经办人员书面申请，变更后原则上1年内不受理再变更申请。	1
1159	缴费年限不[MASK]规定年限的参保人员一次性[MASK]缴的医保[MASK]资金去哪[MASK]？	用人单位的退休人员随本单位在职职工一起参加基本医疗保险,本人不缴纳基本医疗保险费。	1
1160	缴费年限不够规定年[MASK]的[MASK]保人[MASK]一次[MASK]补缴的医保费资[MASK][MASK]哪[MASK][MASK]	在职职工以本人上年度月平均工资(以国家统计局关于“工资总额组成规定”的统计口径为准，简称“缴费工资”)的2%，按月缴纳基本医疗保险费，由用人单位代扣代缴。本人上年度实际月平均工资收入低于全市上年度职工月平均工资80%的，以全市上年度职工月平均工资的80%作为缴费工资基数，高于300%的以300%作为缴费工资基数。用人单位以本单位全部职工缴费工资总额的7.5%按月缴纳基本医疗保险费。	1
1161	缴费年限不[MASK][MASK]定年[MASK]的参保人员一[MASK]性补[MASK]的医保费资[MASK]去哪了[MASK]	医保基金支付参保人员住院费，要设立年度最高限额（封顶线），我市现行年度最高限额（封顶线）为50000元/人。	1
1162	[MASK]费[MASK]限[MASK][MASK]规定年[MASK]的参保人员一次[MASK][MASK]缴的[MASK][MASK]费资金去哪了？	个人医疗帐户资金用于支付参保人员本人符合规定的门诊医疗费和在定点零售药店购买规定范围内药品的费用，也可用于支付本人住院医疗费中的个人负担部分费用。个人医疗帐户资金包干使用，超支自理，结余滚存，依法继承。	1
1163	缴费年限不够规定年限的参保人员一次性[MASK]缴的医[MASK]费[MASK]金去哪[MASK]？	以改制当年我市在职职工的平均缴费标准,为改制时已经退休人员和五年内将退休人员一次性缴纳12年的基本医疗保险费，五年内将退休人员正式退休前个人应缴纳的2%部分医疗保险费，由改制单位一次性代收后一并向社保基金征缴机构缴纳。	1
1164	缴费年限不够规定年限的参保人员一次性补缴[MASK]医保费资金[MASK]哪了？	以改制当年我市职工的平均缴费标准,为改制方案实施时解除劳动（人事）关系离开单位的人员一次性缴纳1年的基本医疗保险费；	1
1165	缴费年限不够规定年限[MASK][MASK]保人员[MASK]次性[MASK]缴的医保费资金去哪[MASK]？	三级定点医疗机构，医保基金支付比例为80%；二级定点医疗机构，医保基金支付比例为83%	1
1166	缴[MASK]年限不够规定年[MASK][MASK][MASK][MASK]人[MASK][MASK]次性补缴的医保费资金去哪了？	三级定点医疗机构，医保基金支付比例为87%；二级定点医疗机构，医保基金支付比例为90%	1
1167	缴费年[MASK]不够规定年[MASK]的参保人员一次性补缴的医保费资金去哪[MASK]？	长期异地居住（工作）人员在省外备案医疗机构治疗补助病种的门诊医疗费，每半年集中报销一次，门诊医疗收费发票及处方等资料由单位经办人员收集汇总后，分别在每年1月底和7月底前集中送指定医保经办机构审核报销；因破产、改制单位已不存在的，由个人在此时间内直接向指定医保经办机构邮寄或面送报帐资料。	1
